anchor_source,anchor_id,event,anchor_mjd,anchor_definition,diagnostic_half_width_rest_days,sampling_subset,event_bands_total_N,bands_in_subset_N,bands_excluded_from_subset_N,included_bands,excluded_bands,total_local_measurements_in_subset,minimum_local_N_in_subset,median_local_N_in_subset,maximum_local_N_in_subset,bands_with_brightest_before_anchor_N,bands_with_brightest_at_anchor_N,bands_with_brightest_after_anchor_N,minimum_brightest_offset_rest_days,median_brightest_offset_rest_days,maximum_brightest_offset_rest_days,bands_with_pre_step_diagnostic_N,bands_with_post_step_diagnostic_N,median_pre_rising_step_fraction,median_post_declining_step_fraction,final_decline_anchor_selected,final_fitting_window_selected,model_time_defined,notes
PUBLISHED_ALTERNATIVE,ALT_58428p0,AT2018hyz,58428.0,empirical light-curve-model peak quoted by Gomez et al.,30.0,BIDIRECTIONAL_STEPS,1,1,0,g,,19,19,19,19,0,0,1,12.515554325686361,12.515554325686361,12.515554325686361,1,1,1.0,0.5,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58428p0,AT2018hyz,58428.0,empirical light-curve-model peak quoted by Gomez et al.,60.0,LOCAL_DATA,1,1,0,g,,30,30,30,30,0,0,1,12.515554325686361,12.515554325686361,12.515554325686361,1,1,1.0,0.5925925925925926,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58428p0,AT2018hyz,58428.0,empirical light-curve-model peak quoted by Gomez et al.,60.0,BOTH_SIDES,1,1,0,g,,30,30,30,30,0,0,1,12.515554325686361,12.515554325686361,12.515554325686361,1,1,1.0,0.5925925925925926,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58428p0,AT2018hyz,58428.0,empirical light-curve-model peak quoted by Gomez et al.,60.0,BIDIRECTIONAL_STEPS,1,1,0,g,,30,30,30,30,0,0,1,12.515554325686361,12.515554325686361,12.515554325686361,1,1,1.0,0.5925925925925926,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,120.0,LOCAL_DATA,3,3,0,g;i;r,,131,27,49,55,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6808510638297872,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,120.0,BOTH_SIDES,3,3,0,g;i;r,,131,27,49,55,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6808510638297872,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,120.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,131,27,49,55,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6808510638297872,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,30.0,LOCAL_DATA,3,3,0,g;i;r,,50,8,20,22,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6666666666666666,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,30.0,BOTH_SIDES,3,3,0,g;i;r,,50,8,20,22,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6666666666666666,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,30.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,50,8,20,22,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.6666666666666666,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,60.0,LOCAL_DATA,3,3,0,g;i;r,,82,15,32,35,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.7083333333333334,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,60.0,BOTH_SIDES,3,3,0,g;i;r,,82,15,32,35,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.7083333333333334,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58761p4,AT2019qiz,58761.4,inferred optical peak,60.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,82,15,32,35,0,0,3,2.019445785264581,2.05884960546581,4.846669884643596,3,3,0.875,0.7083333333333334,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,120.0,LOCAL_DATA,3,3,0,g;i;r,,133,27,51,55,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.6976744186046512,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,120.0,BOTH_SIDES,3,3,0,g;i;r,,133,27,51,55,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.6976744186046512,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,120.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,133,27,51,55,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.6976744186046512,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,30.0,LOCAL_DATA,3,3,0,g;i;r,,56,9,23,24,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.75,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,30.0,BOTH_SIDES,3,3,0,g;i;r,,56,9,23,24,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.75,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,30.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,56,9,23,24,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.75,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,60.0,LOCAL_DATA,3,3,0,g;i;r,,85,16,33,36,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.7272727272727273,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,60.0,BOTH_SIDES,3,3,0,g;i;r,,85,16,33,36,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.7272727272727273,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58766p5,AT2019qiz,58766.5,fitted rest-frame g-band maximum,60.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,85,16,33,36,3,0,0,-3.0045412902809594,-2.9651374700797306,-0.1773171909019446,3,3,0.8333333333333334,0.7272727272727273,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,120.0,LOCAL_DATA,3,3,0,g;i;r,,133,27,51,55,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.6976744186046512,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,120.0,BOTH_SIDES,3,3,0,g;i;r,,133,27,51,55,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.6976744186046512,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,120.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,133,27,51,55,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.6976744186046512,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,30.0,LOCAL_DATA,3,3,0,g;i;r,,56,9,23,24,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.75,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,30.0,BOTH_SIDES,3,3,0,g;i;r,,56,9,23,24,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.75,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,30.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,56,9,23,24,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.75,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,60.0,LOCAL_DATA,3,3,0,g;i;r,,85,16,33,36,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.7272727272727273,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,60.0,BOTH_SIDES,3,3,0,g;i;r,,85,16,33,36,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.7272727272727273,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_58767p61,AT2019qiz,58767.61,uniform K-corrected multiband fitted t_peak,60.0,BIDIRECTIONAL_STEPS,3,3,0,g;i;r,,85,16,33,36,3,0,0,-4.097997300841756,-4.0585934806405275,-1.2707732014627418,3,3,0.8333333333333334,0.7272727272727273,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",120.0,LOCAL_DATA,5,5,0,W1;W2;g;i;r,,138,2,11,76,1,0,4,-90.41588190289613,45.595833672751944,84.67070532500323,3,3,0.5416666666666666,0.6190476190476191,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",120.0,BOTH_SIDES,5,5,0,W1;W2;g;i;r,,138,2,11,76,1,0,4,-90.41588190289613,45.595833672751944,84.67070532500323,3,3,0.5416666666666666,0.6190476190476191,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",120.0,BIDIRECTIONAL_STEPS,5,3,2,g;i;r,W1;W2,134,11,47,76,0,0,3,33.841550274210434,45.595833672751944,84.67070532500323,3,3,0.5416666666666666,0.6190476190476191,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",30.0,LOCAL_DATA,5,1,4,r,W1;W2;g;i,3,3,3,3,1,0,0,-29.873845340799054,-29.873845340799054,-29.873845340799054,1,0,0,,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",30.0,BOTH_SIDES,5,0,5,,W1;W2;g;i;r,0,,,,0,0,0,,,,0,0,,,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",30.0,BIDIRECTIONAL_STEPS,5,0,5,,W1;W2;g;i;r,0,,,,0,0,0,,,,0,0,,,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",60.0,LOCAL_DATA,5,2,3,g;r,W1;W2;i,50,8,25.0,42,0,0,2,33.841550274210434,39.718691973481185,45.595833672751944,2,2,0.5147058823529411,0.592391304347826,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",60.0,BOTH_SIDES,5,2,3,g;r,W1;W2;i,50,8,25.0,42,0,0,2,33.841550274210434,39.718691973481185,45.595833672751944,2,2,0.5147058823529411,0.592391304347826,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59094p32,AT2020ysg,59094.32,"fitted rest-frame g-band maximum, Yao r1+d2",60.0,BIDIRECTIONAL_STEPS,5,2,3,g;r,W1;W2;i,50,8,25.0,42,0,0,2,33.841550274210434,39.718691973481185,45.595833672751944,2,2,0.5147058823529411,0.592391304347826,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",120.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,293,1,72.0,148,4,0,0,-12.226589134490265,-8.71430685088576,-5.185464093082833,2,2,0.6428571428571428,0.4895,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",120.0,BOTH_SIDES,4,2,2,g;r,W1;W2,291,143,145.5,148,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6428571428571428,0.4895,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",120.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,291,143,145.5,148,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6428571428571428,0.4895,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",30.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,95,1,23.5,47,4,0,0,-12.226589134490265,-8.71430685088576,-5.185464093082833,2,2,0.6388888888888888,0.5662393162393162,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",30.0,BOTH_SIDES,4,2,2,g;r,W1;W2,93,46,46.5,47,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6388888888888888,0.5662393162393162,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",30.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,93,46,46.5,47,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6388888888888888,0.5662393162393162,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",60.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,142,1,34.0,73,4,0,0,-12.226589134490265,-8.71430685088576,-5.185464093082833,2,2,0.6428571428571428,0.5213636363636364,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",60.0,BOTH_SIDES,4,2,2,g;r,W1;W2,140,67,70.0,73,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6428571428571428,0.5213636363636364,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59155p84,AT2020wey,59155.84,"fitted rest-frame g-band maximum, Yao r1+d5",60.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,140,67,70.0,73,2,0,0,-5.2020245672812555,-5.193744330182044,-5.185464093082833,2,2,0.6428571428571428,0.5213636363636364,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,120.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,293,1,72.0,148,4,0,0,-12.946867901845323,-9.434585618240817,-5.90574286043789,2,2,0.599802371541502,0.48732663797226206,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,120.0,BOTH_SIDES,4,2,2,g;r,W1;W2,291,143,145.5,148,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.599802371541502,0.48732663797226206,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,120.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,291,143,145.5,148,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.599802371541502,0.48732663797226206,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,30.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,93,1,23.0,46,4,0,0,-12.946867901845323,-9.434585618240817,-5.90574286043789,2,2,0.5672514619883041,0.56,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,30.0,BOTH_SIDES,4,2,2,g;r,W1;W2,91,45,45.5,46,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.5672514619883041,0.56,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,30.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,91,45,45.5,46,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.5672514619883041,0.56,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,60.0,LOCAL_DATA,4,4,0,W1;W2;g;r,,142,1,34.0,73,4,0,0,-12.946867901845323,-9.434585618240817,-5.90574286043789,2,2,0.599802371541502,0.5162306201550388,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,60.0,BOTH_SIDES,4,2,2,g;r,W1;W2,140,67,70.0,73,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.599802371541502,0.5162306201550388,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59156p58,AT2020wey,59156.58,uniform K-corrected multiband fitted t_peak,60.0,BIDIRECTIONAL_STEPS,4,2,2,g;r,W1;W2,140,67,70.0,73,2,0,0,-5.922303334636313,-5.914023097537101,-5.90574286043789,2,2,0.599802371541502,0.5162306201550388,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,120.0,LOCAL_DATA,10,9,1,B;U;UVM2;UVW1;UVW2;W1;W2;g;r,i,206,1,13,89,4,0,5,-28.005638805266017,1.014175045094303,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,120.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,204,12,13,89,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,120.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,204,12,13,89,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,30.0,LOCAL_DATA,10,9,1,B;U;UVM2;UVW1;UVW2;W1;W2;g;r,i,113,1,13,28,4,0,5,-28.005638805266017,1.014175045094303,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,30.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,111,12,13,28,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
