scenario_id,scenario_type,lower_rest_days,upper_rest_days,event,band,measurement_mode,redshift_adopted,publication_reference_mjd,reference_epoch_type,eligible_N,retained_N,excluded_N,retained_fraction,retained_pre_reference_N,retained_at_reference_N,retained_post_reference_N,retained_mjd_min,retained_mjd_max,retained_first_minus_reference_rest_days,retained_last_minus_reference_rest_days,retained_span_rest_days,retained_median_positive_cadence_rest_days,retained_p90_positive_cadence_rest_days,retained_max_gap_rest_days,temporal_window_scenario_applied,final_fitting_window_selected,model_time_defined,reference_epoch_limitation
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,UVW1,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.268139,59355.862281,0.2538473918392425,162.7021499573999,162.44830256556068,5.222603427056981,13.415341285618513,100.04476853166646,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,UVW2,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.272864,59355.867634,0.25832055287197064,162.70721764650384,162.44889709363187,5.2229101580998165,13.41826564423375,100.04457635141847,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,W1,FLUX,0.0563,59184.0,bolometric_peak,21,2,19,0.09523809523809523,0,0,2,59359.3580796,59522.68014508,166.0116251065061,320.6287466439436,154.6171215374375,154.6171215374375,154.6171215374375,154.6171215374375,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,W2,FLUX,0.0563,59184.0,bolometric_peak,21,2,19,0.09523809523809523,0,0,2,59359.3580796,59522.68014508,166.0116251065061,320.6287466439436,154.6171215374375,154.6171215374375,154.6171215374375,154.6171215374375,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,g,FLUX,0.0563,59184.0,bolometric_peak,269,48,221,0.17843866171003717,0,0,48,59184.148958299775,59550.17150459997,0.14101893380164401,346.6548372621164,346.51381832831476,1.9252540001087226,9.836194490301306,159.34398021412503,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,i,FLUX,0.0563,59184.0,bolometric_peak,64,19,45,0.296875,0,0,19,59399.43984950008,59542.12731479993,203.95706664780715,339.039396762218,135.08233011441087,6.618035359347447,13.189664962556462,15.109738426796671,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_365,bounded_reference_anchored_sensitivity_grid,0,365.0,AT2020zso,r,FLUX,0.0563,59184.0,bolometric_peak,324,84,240,0.25925925925925924,0,0,84,59187.16989579983,59550.102511600126,3.0009427244443394,346.58952153756087,343.58857881311656,0.9384828171851756,8.307465587439413,130.0672486034389,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2018hyz,g,MAGNITUDE,0.04573,58429.0,bolometric_peak,79,77,2,0.9746835443037974,0,0,77,58432.352736666646,58652.978515625,3.2061207641033502,214.1838864955581,210.97776573145478,1.929348995438593,5.72454469604965,11.535004255400533,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2019qiz,g,MAGNITUDE,0.01513,58764.0,bolometric_peak,55,44,11,0.8,0,0,44,58766.31,58907.47,2.2755706165689826,141.33165210367258,139.0560814871036,3.053796065527119,6.235654546710023,8.274802242078803,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2019qiz,i,MAGNITUDE,0.01513,58764.0,bolometric_peak,29,26,3,0.896551724137931,0,0,26,58766.32,58903.11,2.285421571621082,137.03663570183184,134.75121413021077,4.088146345789657,8.830396106901073,15.150768867039078,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2019qiz,r,MAGNITUDE,0.01513,58764.0,bolometric_peak,61,52,9,0.8524590163934426,0,0,52,58766.31,58907.48,2.2755706165689826,141.3415030587247,139.0659324421557,2.6203540433279406,5.152049491201325,9.870656960189136,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020wey,W1,FLUX,0.02738,59152.0,r_band_peak,20,4,16,0.2,0,0,4,59300.63709439,59874.46088674,144.67586909419737,703.2070769724951,558.5312078782978,201.26492510074132,203.5335909186484,204.10075737312516,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020wey,W2,FLUX,0.02738,59152.0,r_band_peak,20,4,16,0.2,0,0,4,59300.63709439,59874.46088674,144.67586909419737,703.2070769724951,558.5312078782978,201.26492510074132,203.5335909186484,204.10075737312516,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020wey,g,FLUX,0.02738,59152.0,r_band_peak,683,293,390,0.4289897510980966,0,0,293,59153.515729200095,59901.51525459997,1.4753345403793516,729.540437423323,728.0651028829436,0.9226938425881368,3.8007469292293625,134.49894664089888,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020wey,r,FLUX,0.02738,59152.0,r_band_peak,801,326,475,0.4069912609238452,0,0,326,59153.49020829983,59901.49124999996,1.4504937801305806,729.5170725534493,728.0665787733187,0.9089891763567581,3.0030226011489374,95.68684196703043,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020ysg,W1,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,5,16,0.23809523809523808,0,0,5,59185.03460178,59915.97587665,48.86029896632511,621.249707635084,572.3894086687588,143.45010300313618,163.3597269788557,163.47969166013786,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020ysg,W2,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,5,16,0.23809523809523808,0,0,5,59185.03460178,59915.97587665,48.86029896632511,621.249707635084,572.3894086687588,143.45010300313618,163.3597269788557,163.47969166013786,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020ysg,g,FLUX,0.277,59122.64,fitted_lightcurve_peak,421,199,222,0.47268408551068886,0,0,199,59150.516018500086,60054.26151619991,21.82930187947259,729.5391669537302,707.7098650742576,1.5043940093549157,5.460993469034204,112.96859146449525,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020ysg,i,FLUX,0.277,59122.64,fitted_lightcurve_peak,79,62,17,0.7848101265822784,0,0,62,59189.53078699997,60054.388553199824,52.38119577131364,729.6386477680693,677.2574519967555,4.698158653136473,18.76569796388585,113.77597595955199,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020ysg,r,FLUX,0.277,59122.64,fitted_lightcurve_peak,531,299,232,0.5630885122410546,0,0,299,59137.53096059989,60052.27799770003,11.660893187073157,727.9859026625155,716.3250094754424,0.793340681383303,4.686693367223746,67.25283868438743,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020yue,W1,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,5,16,0.23809523809523808,0,0,5,59182.387754945,59913.501500935,2.44830144933124,609.6856320058142,607.237330556483,152.35323246262874,173.49628768604583,173.55765858388455,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020yue,W2,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,5,16,0.23809523809523808,0,0,5,59182.387754945,59913.501500935,2.44830144933124,609.6856320058142,607.237330556483,152.35323246262874,173.49628768604583,173.55765858388455,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020yue,g,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,218,112,106,0.5137614678899083,0,0,112,59182.56280090008,60058.29887730023,2.59368845521344,729.949233638062,727.3555451828486,1.71594302312307,9.19676503318167,128.08654792343833,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020yue,r,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,282,160,122,0.5673758865248227,0,0,160,59185.52653940022,59984.341851899866,5.055265282572749,668.5231328071958,663.467867524623,1.6427591363388885,6.0191856310439995,97.45799111313747,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,B,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.270007,59355.864978,0.25561582883571743,162.70470320931344,162.44908738047772,5.222770046389912,13.416921329164373,100.04466818138766,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,U,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.269258,59355.864061,0.25490674997658197,162.70383508472992,162.44892833475333,5.22270377733579,13.416418631069265,100.0445574173971,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,UVM2,FLUX,0.0563,59184.0,bolometric_peak,17,11,6,0.6470588235294118,0,0,11,59184.278785,59355.874285,0.2639259680036396,162.71351415317434,162.44958818517068,6.735111710688807,22.08436182902482,100.04291394490032,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,UVW1,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.268139,59355.862281,0.2538473918392425,162.7021499573999,162.44830256556068,5.222603427056981,13.415341285618513,100.04476853166646,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,UVW2,FLUX,0.0563,59184.0,bolometric_peak,18,12,6,0.6666666666666666,0,0,12,59184.272864,59355.867634,0.25832055287197064,162.70721764650384,162.44889709363187,5.2229101580998165,13.41826564423375,100.04457635141847,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,W1,FLUX,0.0563,59184.0,bolometric_peak,21,4,17,0.19047619047619047,0,0,4,59359.3580796,59889.65510792,166.0116251065061,668.0442184227965,502.03259331629033,154.6171215374375,185.24902013443398,192.90699478368307,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,W2,FLUX,0.0563,59184.0,bolometric_peak,21,4,17,0.19047619047619047,0,0,4,59359.3580796,59889.65510792,166.0116251065061,668.0442184227965,502.03259331629033,154.6171215374375,185.24902013443398,192.90699478368307,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,g,FLUX,0.0563,59184.0,bolometric_peak,269,101,168,0.3754646840148699,0,0,101,59184.148958299775,59932.12321759993,0.14101893380164401,708.2488096184153,708.1077906846136,1.9361181010076078,9.416629555927432,182.02252532434397,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,i,FLUX,0.0563,59184.0,bolometric_peak,64,44,20,0.6875,0,0,44,59399.43984950008,59902.22737269988,203.95706664780715,679.9463908926278,475.9893242448207,4.739300009298057,14.930954425987435,185.8534529018016,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_730,bounded_reference_anchored_sensitivity_grid,0,730.0,AT2020zso,r,FLUX,0.0563,59184.0,bolometric_peak,324,125,199,0.38580246913580246,0,0,125,59187.16989579983,59924.17193289986,3.0009427244443394,700.721322446141,697.7203797216968,1.8799296601591777,8.49750594536699,171.68688705857744,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2018hyz,g,MAGNITUDE,0.04573,58429.0,bolometric_peak,79,62,17,0.7848101265822784,2,0,60,58405.480409999844,58606.2734375,-22.491073221726747,169.5212315798533,192.01230480158006,2.2935533072590437,6.3184778814799225,14.349851300163051,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2019qiz,g,MAGNITUDE,0.01513,58764.0,bolometric_peak,55,55,0,1.0,11,0,44,58746.5,58907.47,-17.239171337661183,141.33165210367258,158.57082344133377,2.8025967117523507,6.126308945653228,8.274802242078803,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2019qiz,i,MAGNITUDE,0.01513,58764.0,bolometric_peak,29,29,0,1.0,3,0,26,58752.27,58903.11,-11.555170273761194,137.03663570183184,148.59180597559305,4.04381704806238,8.552599174489938,15.150768867039078,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2019qiz,r,MAGNITUDE,0.01513,58764.0,bolometric_peak,61,61,0,1.0,9,0,52,58745.49,58907.48,-18.234117797722494,141.3415030587247,159.5756208564472,2.699161683726814,5.1816023563511715,9.870656960189136,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020wey,W1,FLUX,0.02738,59152.0,r_band_peak,20,2,18,0.1,1,0,1,59143.278646855004,59300.63709439,-8.488926341758747,144.67586909419737,153.1647954359561,153.1647954359561,153.1647954359561,153.1647954359561,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020wey,W2,FLUX,0.02738,59152.0,r_band_peak,20,2,18,0.1,1,0,1,59143.278646855004,59300.63709439,-8.488926341758747,144.67586909419737,153.1647954359561,153.1647954359561,153.1647954359561,153.1647954359561,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020wey,g,FLUX,0.02738,59152.0,r_band_peak,683,181,502,0.26500732064421667,20,0,161,59121.49187499983,59336.23361109989,-29.695073877404308,179.32372744251168,209.01880131991598,0.9269972648499515,2.917169547759101,14.525948431971663,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020wey,r,FLUX,0.02738,59152.0,r_band_peak,801,181,620,0.22596754057428214,20,0,161,59121.47313660011,59336.32319439994,-29.71331289288583,179.41092331945504,209.12423621234086,0.927216949847091,2.054549718602406,15.605600556953107,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020ysg,W1,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,2,19,0.09523809523809523,0,0,2,59185.03460178,59343.15324826,48.86029896632511,172.68069558340014,123.82039661707503,123.82039661707503,123.82039661707503,123.82039661707503,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020ysg,W2,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,2,19,0.09523809523809523,0,0,2,59185.03460178,59343.15324826,48.86029896632511,172.68069558340014,123.82039661707503,123.82039661707503,123.82039661707503,123.82039661707503,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020ysg,g,FLUX,0.277,59122.64,fitted_lightcurve_peak,421,88,333,0.20902612826603326,0,0,88,59150.516018500086,59352.2066434999,21.82930187947259,179.7702768205953,157.94097494112273,1.5016931087980534,3.783951856023811,13.344834925506202,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020ysg,i,FLUX,0.277,59122.64,fitted_lightcurve_peak,79,29,50,0.3670886075949367,0,0,29,59189.53078699997,59348.27575229993,52.38119577131364,176.69205348467617,124.31085771336252,2.4215101803008965,8.042740696944886,15.562271573868875,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020ysg,r,FLUX,0.277,59122.64,fitted_lightcurve_peak,531,120,411,0.22598870056497175,0,0,120,59137.53096059989,59352.24053240009,11.660893187073157,179.7968147220729,168.13592153499974,0.8064963976643285,3.867649506797945,13.278399530313937,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020yue,W1,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,2,19,0.09523809523809523,0,0,2,59182.387754945,59340.53721965,2.44830144933124,133.80167745016664,131.3533760008354,131.3533760008354,131.3533760008354,131.3533760008354,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020yue,W2,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,2,19,0.09523809523809523,0,0,2,59182.387754945,59340.53721965,2.44830144933124,133.80167745016664,131.3533760008354,131.3533760008354,131.3533760008354,131.3533760008354,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020yue,g,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,218,73,145,0.3348623853211009,9,0,64,59149.505381899886,59385.20368060004,-24.862639618036958,170.90006694355262,195.76270656158957,1.678120556629365,5.824551843857065,17.419058389024208,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020yue,r,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,282,82,200,0.2907801418439716,13,0,69,59143.52444439987,59385.21611109981,-29.83019568117535,170.91039127891264,200.740586960088,1.6624081394081298,5.0324054815469195,15.707643106626193,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,B,FLUX,0.0563,59184.0,bolometric_peak,18,17,1,0.9444444444444444,5,0,12,59173.046423,59355.864978,-10.369759538010246,162.70470320931344,173.07446274732368,4.1186050364462545,13.024282874182,100.04466818138766,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,U,FLUX,0.0563,59184.0,bolometric_peak,18,17,1,0.9444444444444444,5,0,12,59173.045444,59355.864061,-10.37068635803934,162.70383508472992,173.07452144276925,4.118462557987124,13.02431364195639,100.0445574173971,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,UVM2,FLUX,0.0563,59184.0,bolometric_peak,17,16,1,0.9411764705882353,5,0,11,59173.053128,59355.874285,-10.363411909495824,162.71351415317434,173.07692606267017,4.9398371674767185,13.104804316953455,100.04291394490032,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,UVW1,FLUX,0.0563,59184.0,bolometric_peak,18,17,1,0.9444444444444444,5,0,12,59173.044009,59355.862281,-10.372044873617856,162.7021499573999,173.07419483101776,4.118176654360905,13.02412146170839,100.04476853166646,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,UVW2,FLUX,0.0563,59184.0,bolometric_peak,18,17,1,0.9444444444444444,5,0,12,59173.048803,59355.867634,-10.367506390232073,162.70721764650384,173.07472403673592,4.119024424881786,13.024310328506093,100.04457635141847,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,W1,FLUX,0.0563,59184.0,bolometric_peak,21,2,19,0.09523809523809523,1,0,1,59158.45764373,59359.3580796,-24.18096778377508,166.0116251065061,190.19259289028116,190.19259289028116,190.19259289028116,190.19259289028116,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,W2,FLUX,0.0563,59184.0,bolometric_peak,21,2,19,0.09523809523809523,1,0,1,59158.45764373,59359.3580796,-24.18096778377508,166.0116251065061,190.19259289028116,190.19259289028116,190.19259289028116,190.19259289028116,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,g,FLUX,0.0563,59184.0,bolometric_peak,269,21,248,0.07806691449814127,13,0,8,59155.18285880005,59373.43918980006,-27.281209126147996,179.34222266407392,206.62343179022193,1.8914182049973571,7.008146265565559,159.34398021412503,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_M30_180,bounded_reference_anchored_sensitivity_grid,-30.0,180.0,AT2020zso,i,FLUX,0.0563,59184.0,bolometric_peak,64,0,64,0,0,0,0,,,,,,,,,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
